"","season","team","round","pick","playerid","full_name","name","side","category","position","aval","gms","Games","AverageValue","AVPer16"
"1563",2010,"PHI",7,244,"ColeKu99","Kurt Coleman","K.Coleman","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",146,39,4.27397260273973
"1564",2000,"IND",3,91,"MackDa20","David Macklin","D.Macklin","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",120,32,4.26666666666667
"1565",2002,"KC",1,6,"SimsRy20","Ryan Sims","R.Sims","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",105,28,4.26666666666667
"1566",2003,"DET",1,2,"RogeCh01","Charles Rogers","C.Rogers","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",15,4,4.26666666666667
"1567",2009,"DEN",1,18,"AyerRo99","Robert Ayers","R.Ayers","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",120,32,4.26666666666667
"1568",2010,"CHI",4,109,"WootCo99","Corey Wootton","C.Wootton","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",60,16,4.26666666666667
"1569",2014,"CIN",5,164,"McCaA.00","A.J. McCarron","A.McCarron","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",15,4,4.26666666666667
"1570",2017,"ATL",1,26,"McKiTa00","Takkarist McKinley","T.McKinley","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",45,12,4.26666666666667
"1571",2017,"SF",6,198,"JoneD.01","D.J. Jones","D.Jones","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",30,8,4.26666666666667
"1572",2018,"OAK",2,57,"HallP.00","P.J. Hall","P.Hall","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",30,8,4.26666666666667
"1573",2018,"DEN",3,71,"FreeRo00","Royce Freeman","R.Freeman","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",30,8,4.26666666666667
"1574",2019,"DET",2,43,"TavaJa00","Jahlani Tavai","J.Tavai","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",15,4,4.26666666666667
"1575",2019,"DAL",4,128,"PollTo00","Tony Pollard","T.Pollard","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",15,4,4.26666666666667
"1576",2000,"SF",2,35,"EngeJo20","John Engelberger","J.Engelberger","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",139,37,4.2589928057554
"1577",2011,"CLE",5,137,"SkriBu00","Buster Skrine","B.Skrine","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",139,37,4.2589928057554
"1578",2001,"OAK",3,89,"GranDe20","DeLawrence Grant","D.Grant","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",49,13,4.24489795918367
"1579",2006,"DAL",3,92,"HatcJa20","Jason Hatcher","J.Hatcher","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",147,39,4.24489795918367
"1580",2007,"STL",5,154,"RyanCl99","Clifton Ryan","C.Ryan","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",49,13,4.24489795918367
"1581",2010,"GB",2,56,"NealMi99","Mike Neal","M.Neal","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",68,18,4.23529411764706
"1582",2016,"WAS",1,22,"DoctJo00","Josh Doctson","J.Doctson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",34,9,4.23529411764706
"1583",2004,"JAX",4,120,"WilfEr00","Ernest Wilford","E.Wilford","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",87,23,4.22988505747126
"1584",2006,"STL",4,113,"AdeyVi20","Victor Adeyanju","V.Adeyanju","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",53,14,4.22641509433962
"1585",2014,"HOU",6,181,"BlueAl00","Alfred Blue","A.Blue","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",72,19,4.22222222222222
"1586",2002,"BUF",5,139,"BannJu20","Justin Bannan","J.Bannan","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",163,43,4.22085889570552
"1587",2003,"OAK",5,167,"GabrDo00","Doug Gabriel","D.Gabriel","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",57,15,4.21052631578947
"1588",2004,"MIN",3,88,"ScotDa20","Darrion Scott","D.Scott","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",57,15,4.21052631578947
"1589",2006,"STL",7,242,"SettMa20","Mark Setterstrom","M.Setterstrom","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",19,5,4.21052631578947
"1590",2007,"DET",2,43,"StanDr00","Drew Stanton","D.Stanton","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",38,10,4.21052631578947
"1591",2007,"PHI",3,87,"BradSt99","Stewart Bradley","S.Bradley","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,20,4.21052631578947
"1592",2015,"BAL",6,204,"WallDa01","Darren Waller","D.Waller","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",38,10,4.21052631578947
"1593",2017,"OAK",3,88,"VandEd00","Eddie Vanderdoes","E.Vanderdoes","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",19,5,4.21052631578947
"1594",2008,"TEN",4,103,"HayeWi99","William Hayes","W.Hayes","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",137,36,4.2043795620438
"1595",2011,"NYJ",5,153,"KerlJe00","Jeremy Kerley","J.Kerley","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",99,26,4.2020202020202
"1596",2016,"NO",2,61,"BellVo00","Vonn Bell","V.Bell","D","DB","FS","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",61,16,4.19672131147541
"1597",2009,"OAK",2,47,"MitcMi99","Mike Mitchell","M.Mitchell","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",145,38,4.19310344827586
"1598",2006,"DEN",2,61,"ScheTo00","Tony Scheffler","T.Scheffler","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",107,28,4.18691588785047
"1599",2010,"HOU",3,81,"MitcEa99","Earl Mitchell","E.Mitchell","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",130,34,4.18461538461538
"1600",2013,"MIN",1,29,"PattCo00","Cordarrelle Patterson","C.Patterson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",111,29,4.18018018018018
"1601",2000,"JAX",7,241,"MeieRo20","Rob Meier","R.Meier","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",138,36,4.17391304347826
"1602",2002,"ARI",2,49,"FishLe20","Levar Fisher","L.Fisher","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",23,6,4.17391304347826
"1603",2010,"TB",7,210,"GrimCo99","Cody Grimm","C.Grimm","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",23,6,4.17391304347826
"1604",2017,"NE",4,131,"WiseDe00","Deatrich Wise Jr.","D.Jr.","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",46,12,4.17391304347826
"1605",2000,"NYG",1,11,"DaynRo00","Ron Dayne","R.Dayne","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",96,25,4.16666666666667
"1606",2000,"IND",4,122,"WillJo30","Josh Williams","J.Williams","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",73,19,4.16438356164384
"1607",2014,"DET",4,133,"LawsNe00","Nevin Lawson","N.Lawson","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",73,19,4.16438356164384
"1608",2005,"IND",5,173,"HaglTy20","Tyjuan Hagler","T.Hagler","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",50,13,4.16
"1609",2011,"MIA",6,174,"ClayCh00","Charles Clay","C.Clay","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",127,33,4.15748031496063
"1610",2014,"IND",3,90,"MoncDo00","Donte Moncrief","D.Moncrief","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",77,20,4.15584415584416
"1611",2002,"GB",3,92,"AndeMa22","Marques Anderson","M.Anderson","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",54,14,4.14814814814815
"1612",2005,"DET",5,145,"OrloDa00","Dan Orlovsky","D.Orlovsky","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",27,7,4.14814814814815
"1613",2010,"DEN",5,137,"CoxxPe99","Perrish Cox","P.Cox","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",81,21,4.14814814814815
"1614",2011,"CLE",2,59,"LittGr00","Greg Little","G.Little","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",54,14,4.14814814814815
"1615",2012,"STL",7,252,"RichDa00","Daryl Richardson","D.Richardson","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",27,7,4.14814814814815
"1616",2014,"STL",2,41,"JoynLa00","Lamarcus Joyner","L.Joyner","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",81,21,4.14814814814815
"1617",2015,"SD",6,192,"PhilDa01","Darius Philon","D.Philon","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",54,14,4.14814814814815
"1618",2006,"TEN",2,45,"WhitLe01","LenDale White","L.White","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",58,15,4.13793103448276
"1619",2016,"PIT",1,25,"BurnAr00","Artie Burns","A.Burns","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",58,15,4.13793103448276
"1620",2009,"DET",1,20,"PettBr00","Brandon Pettigrew","B.Pettigrew","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",93,24,4.12903225806452
"1621",2009,"TB",4,117,"MoorKy99","Kyle Moore","K.Moore","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",31,8,4.12903225806452
"1622",2018,"PHI",2,49,"GoedDa00","Dallas Goedert","D.Goedert","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",31,8,4.12903225806452
"1623",2018,"DEN",4,106,"JeweJo00","Josey Jewell","J.Jewell","D","LB","ILB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",31,8,4.12903225806452
"1624",2010,"BAL",4,114,"PittDe00","Dennis Pitta","D.Pitta","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",66,17,4.12121212121212
"1625",2001,"STL",5,145,"ButlJe20","Jerametrius Butler","J.Butler","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",70,18,4.11428571428571
"1626",2004,"CIN",1,26,"PerrCh00","Chris Perry","C.Perry","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",35,9,4.11428571428571
"1627",2016,"BUF",3,80,"WashAd00","Adolphus Washington","A.Washington","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",35,9,4.11428571428571
"1628",2011,"BUF",4,100,"SearDa00","Da'Norris Searcy","D.Searcy","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",109,28,4.11009174311927
"1629",2006,"SF",6,175,"WalkHu00","Delanie Walker","D.Walker","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",183,47,4.10928961748634
"1630",2004,"CIN",3,80,"MillCa20","Caleb Miller","C.Miller","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",39,10,4.1025641025641
"1631",2007,"SF",5,147,"BrowTa99","Tarell Brown","T.Brown","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",117,30,4.1025641025641
"1632",2008,"CHI",3,70,"BennEa00","Earl Bennett","E.Bennett","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",78,20,4.1025641025641
"1633",2017,"BAL",3,74,"WormCh00","Chris Wormley","C.Wormley","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",39,10,4.1025641025641
"1634",2002,"SEA",5,146,"BernRo20","Rocky Bernard","R.Bernard","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",160,41,4.1
"1635",2001,"CLE",2,33,"MorgQu00","Quincy Morgan","Q.Morgan","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",86,22,4.09302325581395
"1636",2005,"NO",2,40,"BullJo20","Josh Bullocks","J.Bullocks","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",90,23,4.08888888888889
"1637",2003,"KC",5,153,"BlacJo20","Jordan Black","J.Black","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",94,24,4.08510638297872
"1638",2011,"WAS",2,41,"JenkJa01","Jarvis Jenkins","J.Jenkins","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",98,25,4.08163265306122
"1639",2006,"NE",5,136,"OCalRy20","Ryan O'Callaghan","R.O'Callaghan","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",51,13,4.07843137254902
"1640",2009,"SD",4,113,"MartVa99","Vaughn Martin","V.Martin","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",51,13,4.07843137254902
"1641",2011,"TB",1,20,"ClayAd00","Adrian Clayborn","A.Clayborn","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",110,28,4.07272727272727
"1642",2000,"DET",3,81,"DrouRe00","Reuben Droughns","R.Droughns","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",114,29,4.07017543859649
"1643",2005,"NE",4,133,"SandJa21","James Sanders","J.Sanders","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",114,29,4.07017543859649
"1644",2006,"OAK",6,176,"BootKe20","Kevin Boothe","K.Boothe","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",114,29,4.07017543859649
"1645",2008,"ATL",5,154,"BierKr99","Kroy Biermann","K.Biermann","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",114,29,4.07017543859649
"1646",2000,"SD",2,43,"BeckRo20","Rogers Beckett","R.Beckett","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",71,18,4.05633802816901
"1647",2003,"DET",5,137,"HoltTe20","Terrence Holt","T.Holt","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",71,18,4.05633802816901
"1648",2013,"BUF",3,78,"GoodMa00","Marquise Goodwin","M.Goodwin","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",75,19,4.05333333333333
"1649",2005,"HOU",6,188,"BrowC.20","C.C. Brown","C.Brown","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",83,21,4.04819277108434
"1650",2004,"CHI",2,47,"JohnTa20","Tank Johnson","T.Johnson","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",91,23,4.04395604395604
"1651",2004,"TB",1,15,"ClayMi00","Michael Clayton","M.Clayton","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",95,24,4.04210526315789
"1652",2004,"TEN",2,42,"LaBoTr20","Travis LaBoy","T.LaBoy","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",95,24,4.04210526315789
"1653",2000,"BAL",6,191,"WoodCe20","Cedric Woodard","C.Woodard","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",60,15,4
"1654",2001,"STL",4,116,"WynnMi00","Milton Wynn","M.Wynn","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",4,1,4
"1655",2002,"CLE",2,47,"DaviAn01","Andre' Davis","A.Davis","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",104,26,4
"1656",2003,"SEA",4,110,"WallSe00","Seneca Wallace","S.Wallace","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",64,16,4
"1657",2005,"IND",1,29,"JackMa22","Marlin Jackson","M.Jackson","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",56,14,4
"1658",2005,"NYJ",6,182,"HousCe00","Cedric Houston","C.Houston","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",20,5,4
"1659",2006,"STL",1,15,"HillTy20","Tye Hill","T.Hill","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",40,10,4
"1660",2007,"DET",2,61,"AlexGe99","Gerald Alexander","G.Alexander","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",44,11,4
"1661",2007,"OAK",3,91,"HendMa21","Mario Henderson","M.Henderson","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",44,11,4
"1662",2007,"JAX",7,229,"BrouJo00","John Broussard","J.Broussard","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",8,2,4
"1663",2008,"STL",4,101,"KingJu99","Justin King","J.King","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",40,10,4
"1664",2009,"MIN",3,86,"AlleAs99","Asher Allen","A.Allen","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",36,9,4
"1665",2009,"ARI",4,131,"ToleGr99","Greg Toler","G.Toler","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",88,22,4
"1666",2009,"MIA",5,165,"ClemCh97","Chris Clemons","C.Clemons","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",80,20,4
"1667",2009,"PHI",6,194,"GibsBr00","Brandon Gibson","B.Gibson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",76,19,4
"1668",2009,"STL",6,196,"NullKe00","Keith Null","K.Null","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",4,1,4
"1669",2010,"MIN",5,161,"DeGeCh20","Chris DeGeare","C.DeGeare","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",8,2,4
"1670",2011,"SF",3,80,"CullCh00","Chris Culliver","C.Culliver","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",52,13,4
"1671",2011,"GB",6,186,"SmitD.00","D.J. Smith","D.Smith","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",24,6,4
"1672",2012,"KC",3,74,"StepDo00","Donald Stephenson","D.Stephenson","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",80,20,4
"1673",2012,"JAX",6,176,"HarrMi00","Mike Harris","M.Harris","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",36,9,4
"1674",2013,"NE",2,59,"DobsAa00","Aaron Dobson","A.Dobson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",24,6,4
"1675",2013,"WAS",4,119,"ThomPh00","Phillip Thomas","P.Thomas","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",8,2,4
"1676",2014,"SF",1,30,"WardJi01","Jimmie Ward","J.Ward","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",64,16,4
"1677",2014,"CHI",3,82,"SuttWi00","Will Sutton","W.Sutton","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",36,9,4
"1678",2015,"JAX",4,104,"SampJa00","James Sample","J.Sample","D","DB","SS","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",4,1,4
"1679",2016,"KC",5,162,"HogaKe00","Kevin Hogan","K.Hogan","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",8,2,4
"1680",2016,"DAL",6,189,"BrowAn02","Anthony Brown","A.Brown","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",56,14,4
"1681",2017,"ARI",1,13,"ReddHa00","Haason Reddick","H.Reddick","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",48,12,4
